db_id	OMIM_id	ori_exp	drug_dis	test_train_valid
DB00540	D147530	expanded	DB00540D147530	valid
DB00540	D167870	original	DB00540D167870	train
DB00540	D252320	expanded	DB00540D252320	train
DB00540	D600631	original	DB00540D600631	test
DB00540	D600808	original	DB00540D600808	valid
DB00541	D109543	original	DB00541D109543	train
DB00541	D194070	original	DB00541D194070	train
DB00541	D223350	original	DB00541D223350	train
DB00541	D236000	original	DB00541D236000	train
DB00541	D246470	original	DB00541D246470	train
DB00541	D247640	original	DB00541D247640	train
DB00541	D254500	original	DB00541D254500	valid
DB00541	D256700	original	DB00541D256700	valid
DB00541	D267730	original	DB00541D267730	train
DB00541	D268220	original	DB00541D268220	train
DB00541	D276300	original	DB00541D276300	train
DB00541	D601608	expanded	DB00541D601608	train
DB00541	D601626	original	DB00541D601626	test
DB00542	D146255	original	DB00542D146255	train
DB00542	D161900	original	DB00542D161900	train
DB00542	D608622	original	DB00542D608622	train
DB00544	D106400	original	DB00544D106400	train
DB00544	D114480	original	DB00544D114480	valid
DB00544	D114500	original	DB00544D114500	train
DB00544	D137215	original	DB00544D137215	train
DB00544	D276300	original	DB00544D276300	test
DB00545	D252320	original	DB00545D252320	train
DB00545	D254200	original	DB00545D254200	train
DB00547	D233810	original	DB00547D233810	train
DB00548	D604416	original	DB00548D604416	train
DB00549	D208550	original	DB00549D208550	train
DB00550	D275000	original	DB00550D275000	train
DB00552	D276300	original	DB00552D276300	train
DB00554	D140600	original	DB00554D140600	train
DB00554	D165720	original	DB00554D165720	train
DB00554	D208230	original	DB00554D208230	valid
DB00554	D607459	original	DB00554D607459	train
DB00554	D607850	original	DB00554D607850	train
DB00555	D102100	original	DB00555D102100	train
DB00555	D181500	expanded	DB00555D181500	train
DB00555	D217200	original	DB00555D217200	train
DB00555	D239350	original	DB00555D239350	valid
DB00557	D145590	original	DB00557D145590	train
DB00557	D147530	original	DB00557D147530	train
DB00559	D161900	original	DB00559D161900	train
DB00559	D178600	expanded	DB00559D178600	train
DB00563	D109543	original	DB00563D109543	train
DB00563	D109800	original	DB00563D109800	train
DB00563	D114480	original	DB00563D114480	valid
DB00563	D114500	original	DB00563D114500	train
DB00563	D133239	original	DB00563D133239	train
DB00563	D137215	original	DB00563D137215	valid
DB00563	D151590	expanded	DB00563D151590	train
DB00563	D182280	original	DB00563D182280	train
DB00563	D208920	expanded	DB00563D208920	train
DB00563	D223350	original	DB00563D223350	train
DB00563	D231090	original	DB00563D231090	train
DB00563	D233810	expanded	DB00563D233810	valid
DB00563	D236000	original	DB00563D236000	train
DB00563	D246470	original	DB00563D246470	train
DB00563	D247640	original	DB00563D247640	valid
DB00563	D254400	original	DB00563D254400	train
DB00563	D259500	original	DB00563D259500	valid
DB00563	D267730	original	DB00563D267730	train
DB00563	D268220	original	DB00563D268220	train
DB00563	D273300	original	DB00563D273300	test
DB00563	D276300	original	DB00563D276300	test
DB00563	D601626	original	DB00563D601626	train
DB00564	D102300	expanded	DB00564D102300	train
DB00564	D104130	original	DB00564D104130	valid
DB00564	D128101	original	DB00564D128101	valid
DB00564	D165199	original	DB00564D165199	train
DB00564	D181500	expanded	DB00564D181500	train
DB00564	D190400	original	DB00564D190400	valid
DB00569	D188050	original	DB00569D188050	train
DB00570	D114480	original	DB00570D114480	train
DB00570	D148000	original	DB00570D148000	train
DB00570	D188030	original	DB00570D188030	train
DB00570	D236000	original	DB00570D236000	valid
DB00570	D254400	original	DB00570D254400	train
DB00570	D273300	original	DB00570D273300	train
DB00570	D276300	original	DB00570D276300	test
DB00571	D110100	original	DB00571D110100	train
DB00571	D115000	original	DB00571D115000	train
DB00571	D140850	original	DB00571D140850	train
DB00571	D157300	original	DB00571D157300	train
DB00571	D157700	original	DB00571D157700	valid
DB00571	D161900	original	DB00571D161900	train
DB00571	D171300	original	DB00571D171300	train
DB00571	D190300	original	DB00571D190300	train
DB00571	D300125	original	DB00571D300125	test
DB00571	D608622	original	DB00571D608622	train
DB00572	D190310	original	DB00572D190310	train
DB00572	D226150	original	DB00572D226150	train
DB00573	D140600	original	DB00573D140600	train
DB00573	D147530	original	DB00573D147530	train
DB00573	D165720	original	DB00573D165720	test
DB00573	D208230	original	DB00573D208230	test
DB00573	D607459	original	DB00573D607459	train
DB00573	D607850	original	DB00573D607850	train
DB00575	D102300	original	DB00575D102300	train
DB00575	D137580	original	DB00575D137580	train
DB00575	D143465	expanded	DB00575D143465	test
DB00575	D144110	original	DB00575D144110	train
DB00575	D147530	original	DB00575D147530	train
DB00575	D161900	original	DB00575D161900	train
DB00575	D171300	original	DB00575D171300	train
DB00575	D601042	original	DB00575D601042	train
DB00575	D607554	original	DB00575D607554	valid
DB00575	D608622	original	DB00575D608622	train
DB00580	D140600	original	DB00580D140600	train
DB00580	D165720	original	DB00580D165720	valid
DB00580	D208230	original	DB00580D208230	train
DB00580	D607459	original	DB00580D607459	valid
DB00580	D607850	original	DB00580D607850	train
DB00583	D212140	original	DB00583D212140	train
DB00584	D146255	original	DB00584D146255	train
DB00584	D608622	original	DB00584D608622	valid
DB00585	D109350	original	DB00585D109350	train
DB00585	D190310	original	DB00585D190310	train
DB00585	D304790	original	DB00585D304790	test
DB00585	D600263	original	DB00585D600263	test
DB00586	D106400	original	DB00586D106400	train
DB00586	D140600	original	DB00586D140600	train
DB00586	D147530	original	DB00586D147530	train
DB00586	D150600	original	DB00586D150600	train
DB00586	D165720	original	DB00586D165720	train
DB00586	D208230	original	DB00586D208230	train
DB00586	D308205	original	DB00586D308205	test
DB00586	D607459	original	DB00586D607459	valid
DB00586	D607850	original	DB00586D607850	train
DB00588	D208550	original	DB00588D208550	train
DB00588	D600807	original	DB00588D600807	train
DB00590	D147530	original	DB00590D147530	train
DB00590	D161900	original	DB00590D161900	train
DB00590	D179600	original	DB00590D179600	train
DB00590	D200170	original	DB00590D200170	train
DB00590	D600082	original	DB00590D600082	train
DB00590	D608622	original	DB00590D608622	valid
DB00591	D603165	original	DB00591D603165	train
DB00593	D217200	original	DB00593D217200	train
DB00594	D161900	original	DB00594D161900	train
DB00594	D208300	original	DB00594D208300	train
DB00594	D215140	original	DB00594D215140	valid
DB00594	D608622	original	DB00594D608622	train
DB00596	D233810	original	DB00596D233810	train
DB00598	D110100	original	DB00598D110100	train
DB00598	D157700	original	DB00598D157700	train
DB00598	D161900	original	DB00598D161900	train
DB00598	D171300	original	DB00598D171300	train
DB00598	D608622	original	DB00598D608622	test
DB00603	D102500	original	DB00603D102500	train
DB00603	D131200	original	DB00603D131200	test
DB00603	D144700	original	DB00603D144700	valid
DB00603	D192000	original	DB00603D192000	test
DB00603	D605839	original	DB00603D605839	train
DB00604	D304790	original	DB00604D304790	train
DB00605	D133690	original	DB00605D133690	train
DB00605	D140600	original	DB00605D140600	train
DB00605	D147530	original	DB00605D147530	train
DB00605	D165720	original	DB00605D165720	valid
DB00605	D175100	original	DB00605D175100	train
DB00605	D208230	original	DB00605D208230	test
DB00605	D607459	original	DB00605D607459	train
DB00605	D607850	original	DB00605D607850	valid
DB00608	D181000	original	DB00608D181000	train
DB00611	D147530	original	DB00611D147530	train
DB00612	D110100	original	DB00612D110100	train
DB00612	D157700	original	DB00612D157700	valid
DB00619	D131440	original	DB00619D131440	train
DB00619	D247640	original	DB00619D247640	train
DB00619	D276300	original	DB00619D276300	train
DB00619	D607685	original	DB00619D607685	train
DB00620	D104130	original	DB00620D104130	train
DB00620	D114580	original	DB00620D114580	train
DB00620	D133600	original	DB00620D133600	valid
DB00620	D147540	expanded	DB00620D147540	train
DB00620	D148100	original	DB00620D148100	train
DB00620	D151590	original	DB00620D151590	valid
DB00620	D152700	original	DB00620D152700	test
DB00620	D165199	original	DB00620D165199	train
DB00620	D173200	original	DB00620D173200	train
DB00620	D181000	original	DB00620D181000	train
DB00620	D188030	original	DB00620D188030	train
DB00620	D208550	original	DB00620D208550	train
DB00620	D223350	original	DB00620D223350	train
DB00622	D161900	original	DB00622D161900	train
DB00622	D608622	original	DB00622D608622	train
DB00623	D181500	original	DB00623D181500	train
DB00624	D114480	original	DB00624D114480	train
DB00624	D215470	original	DB00624D215470	train
DB00624	D241100	original	DB00624D241100	train
DB00627	D144010	original	DB00627D144010	train
DB00627	D144650	original	DB00627D144650	train
DB00630	D102500	original	DB00630D102500	train
DB00630	D150600	original	DB00630D150600	train
DB00630	D166710	original	DB00630D166710	train
DB00630	D167320	original	DB00630D167320	train
DB00630	D602080	original	DB00630D602080	train
DB00631	D247640	original	DB00631D247640	train
DB00635	D109100	original	DB00635D109100	train
DB00635	D125600	original	DB00635D125600	train
DB00635	D126200	original	DB00635D126200	train
DB00635	D133600	original	DB00635D133600	train
DB00635	D143880	original	DB00635D143880	train
DB00635	D146850	original	DB00635D146850	train
DB00635	D147540	expanded	DB00635D147540	train
DB00635	D151590	original	DB00635D151590	train
DB00635	D152700	original	DB00635D152700	train
DB00635	D157300	original	DB00635D157300	test
DB00635	D181000	original	DB00635D181000	train
DB00635	D188030	original	DB00635D188030	valid
DB00635	D205700	original	DB00635D205700	train
DB00635	D208550	original	DB00635D208550	train
DB00635	D208920	original	DB00635D208920	train
DB00635	D223350	original	DB00635D223350	valid
DB00635	D233810	original	DB00635D233810	train
DB00635	D247640	original	DB00635D247640	train
DB00635	D254400	original	DB00635D254400	test
DB00635	D276300	original	DB00635D276300	train
DB00635	D304790	original	DB00635D304790	test
DB00635	D600351	original	DB00635D600351	test
DB00636	D144650	original	DB00636D144650	train
DB00637	D147540	original	DB00637D147540	train
DB00640	D194200	original	DB00640D194200	train
DB00641	D144010	original	DB00641D144010	train
DB00642	D276300	original	DB00642D276300	train
DB00644	D146110	original	DB00644D146110	train
DB00647	D147530	original	DB00647D147530	train
DB00650	D114500	original	DB00650D114500	train
DB00650	D176800	original	DB00650D176800	test
DB00650	D259500	original	DB00650D259500	test
DB00651	D208550	original	DB00651D208550	train
DB00651	D210050	original	DB00651D210050	train
DB00651	D600807	original	DB00651D600807	train
DB00652	D147530	original	DB00652D147530	train
DB00653	D127350	original	DB00653D127350	train
DB00653	D189800	original	DB00653D189800	train
DB00653	D217200	original	DB00653D217200	test
DB00653	D239350	original	DB00653D239350	train
DB00653	D248190	original	DB00653D248190	train
DB00654	D137750	original	DB00654D137750	train
DB00654	D137760	original	DB00654D137760	train
DB00654	D161900	original	DB00654D161900	train
DB00654	D601682	original	DB00654D601682	train
DB00655	D215470	expanded	DB00655D215470	train
DB00655	D311360	original	DB00655D311360	train
DB00657	D137580	expanded	DB00657D137580	train
DB00657	D145500	original	DB00657D145500	train
DB00657	D161900	original	DB00657D161900	train
DB00657	D608622	original	DB00657D608622	train
DB00659	D103780	original	DB00659D103780	train
DB00661	D115000	original	DB00661D115000	train
DB00661	D115195	original	DB00661D115195	train
DB00661	D157300	original	DB00661D157300	test
DB00661	D161900	original	DB00661D161900	train
DB00661	D200170	original	DB00661D200170	train
DB00661	D607554	original	DB00661D607554	valid
DB00661	D608583	original	DB00661D608583	valid
DB00661	D608622	original	DB00661D608622	train
DB00668	D137750	original	DB00668D137750	train
DB00668	D137760	original	DB00668D137760	valid
DB00668	D147540	expanded	DB00668D147540	train
DB00668	D208550	original	DB00668D208550	valid
DB00668	D600807	original	DB00668D600807	train
DB00668	D601682	original	DB00668D601682	train
DB00669	D157300	original	DB00669D157300	train
DB00669	D300125	original	DB00669D300125	train
DB00672	D125850	original	DB00672D125850	train
DB00672	D125851	original	DB00672D125851	train
DB00672	D125853	original	DB00672D125853	train
DB00672	D600496	original	DB00672D600496	train
DB00674	D104300	original	DB00674D104300	train
DB00674	D125320	original	DB00674D125320	train
DB00674	D605055	original	DB00674D605055	valid
DB00675	D114480	original	DB00675D114480	train
DB00675	D174800	expanded	DB00675D174800	train
DB00678	D145500	original	DB00678D145500	train
DB00678	D146255	expanded	DB00678D146255	train
DB00678	D161900	original	DB00678D161900	train
DB00678	D608622	original	DB00678D608622	train
DB00679	D181500	original	DB00679D181500	train
DB00682	D107320	original	DB00682D107320	train
DB00682	D125310	original	DB00682D125310	train
DB00682	D540000	original	DB00682D540000	train
DB00682	D601367	original	DB00682D601367	test
DB00682	D607554	original	DB00682D607554	test
DB00682	D608583	original	DB00682D608583	train
DB00686	D147530	original	DB00686D147530	train
DB00687	D157700	original	DB00687D157700	train
DB00687	D252320	original	DB00687D252320	valid
DB00691	D146255	original	DB00691D146255	train
DB00691	D161900	original	DB00691D161900	test
DB00691	D608622	original	DB00691D608622	train
DB00692	D155100	original	DB00692D155100	train
DB00692	D161900	original	DB00692D161900	train
DB00692	D171300	original	DB00692D171300	test
DB00692	D231200	original	DB00692D231200	train
DB00692	D273800	original	DB00692D273800	train
DB00692	D608622	original	DB00692D608622	test
DB00694	D148000	original	DB00694D148000	train
DB00694	D223350	original	DB00694D223350	valid
DB00694	D247640	original	DB00694D247640	train
DB00694	D276300	original	DB00694D276300	valid
DB00694	D601626	original	DB00694D601626	train
DB00695	D143880	original	DB00695D143880	train
DB00695	D146255	original	DB00695D146255	train
DB00695	D161900	original	DB00695D161900	train
DB00695	D166300	expanded	DB00695D166300	valid
DB00695	D203700	original	DB00695D203700	train
DB00695	D208300	original	DB00695D208300	train
DB00695	D210050	original	DB00695D210050	train
DB00695	D215140	original	DB00695D215140	valid
DB00695	D256370	original	DB00695D256370	valid
DB00695	D600351	original	DB00695D600351	train
DB00695	D608622	original	DB00695D608622	test
DB00696	D157300	original	DB00696D157300	train
DB00696	D300125	original	DB00696D300125	test
DB00697	D157300	original	DB00697D157300	train
DB00697	D160750	original	DB00697D160750	train
DB00697	D190400	original	DB00697D190400	valid
DB00697	D200170	original	DB00697D200170	test
DB00697	D601042	original	DB00697D601042	train
DB00704	D103780	original	DB00704D103780	train
DB00706	D147530	original	DB00706D147530	train
DB00706	D200170	original	DB00706D200170	test
DB00706	D310468	original	DB00706D310468	train
DB00706	D600082	original	DB00706D600082	train
DB00707	D133239	original	DB00707D133239	train
DB00710	D102500	original	DB00710D102500	train
DB00710	D166710	original	DB00710D166710	valid
DB00712	D103100	original	DB00712D103100	train
DB00712	D140600	original	DB00712D140600	train
DB00712	D153880	original	DB00712D153880	train
DB00712	D165720	original	DB00712D165720	train
DB00712	D208230	original	DB00712D208230	train
DB00712	D607459	original	DB00712D607459	train
DB00712	D607850	original	DB00712D607850	train
DB00714	D168100	original	DB00714D168100	train
DB00714	D168600	original	DB00714D168600	train
DB00715	D131300	original	DB00715D131300	train
DB00715	D164230	expanded	DB00715D164230	train
DB00715	D167870	expanded	DB00715D167870	test
DB00715	D252320	original	DB00715D252320	train
DB00716	D208550	original	DB00716D208550	train
DB00716	D600807	original	DB00716D600807	train
DB00717	D102500	original	DB00717D102500	train
DB00717	D131200	expanded	DB00717D131200	test
DB00717	D184700	expanded	DB00717D184700	train
DB00717	D192000	expanded	DB00717D192000	train
DB00717	D215470	original	DB00717D215470	test
DB00717	D604416	original	DB00717D604416	test
DB00721	D147530	original	DB00721D147530	train
DB00722	D125310	original	DB00722D125310	train
DB00722	D146255	expanded	DB00722D146255	train
DB00722	D161900	original	DB00722D161900	train
DB00722	D608320	original	DB00722D608320	train
DB00722	D608622	original	DB00722D608622	test
DB00724	D106400	original	DB00724D106400	train
DB00727	D179600	expanded	DB00727D179600	train
DB00727	D189800	original	DB00727D189800	valid
DB00731	D125850	original	DB00731D125850	train
DB00731	D125851	original	DB00731D125851	train
DB00731	D125853	original	DB00731D125853	train
DB00731	D600496	original	DB00731D600496	train
DB00733	D254200	original	DB00733D254200	train
DB00734	D137580	original	DB00734D137580	train
DB00734	D181500	expanded	DB00734D181500	test
DB00734	D182830	original	DB00734D182830	train
DB00734	D225740	original	DB00734D225740	test
DB00734	D225755	original	DB00734D225755	train
DB00734	D260970	original	DB00734D260970	train
DB00734	D300494	expanded	DB00734D300494	valid
DB00734	D608033	original	DB00734D608033	test
DB00736	D109350	original	DB00736D109350	train
DB00736	D190310	original	DB00736D190310	train
DB00736	D600263	original	DB00736D600263	train
DB00741	D125600	original	DB00741D125600	train
DB00741	D166760	original	DB00741D166760	train
DB00741	D233810	original	DB00741D233810	train
DB00744	D208550	original	DB00744D208550	train
DB00744	D600807	original	DB00744D600807	train
DB00745	D107650	original	DB00745D107650	train
DB00745	D126200	original	DB00745D126200	train
DB00745	D136200	original	DB00745D136200	train
DB00745	D143465	expanded	DB00745D143465	valid
DB00747	D107550	original	DB00747D107550	train
DB00747	D125320	original	DB00747D125320	train
DB00747	D158280	original	DB00747D158280	train
DB00747	D168100	original	DB00747D168100	train
DB00747	D168600	original	DB00747D168600	train
DB00747	D190310	original	DB00747D190310	valid
DB00747	D226150	original	DB00747D226150	train
DB00749	D140600	original	DB00749D140600	train
DB00749	D147530	original	DB00749D147530	train
DB00749	D165720	original	DB00749D165720	test
DB00749	D208230	original	DB00749D208230	test
DB00749	D607459	original	DB00749D607459	test
DB00749	D607850	original	DB00749D607850	train
DB00750	D147530	original	DB00750D147530	train
DB00754	D217200	original	DB00754D217200	train
DB00754	D239350	original	DB00754D239350	train
DB00755	D145100	original	DB00755D145100	train
DB00755	D145200	original	DB00755D145200	train
DB00755	D151590	original	DB00755D151590	valid
DB00755	D182000	original	DB00755D182000	train
DB00755	D276300	original	DB00755D276300	train
DB00755	D604416	original	DB00755D604416	train
DB00757	D145590	original	DB00757D145590	train
DB00758	D125310	original	DB00758D125310	train
DB00758	D540000	original	DB00758D540000	train
DB00758	D601367	original	DB00758D601367	valid
DB00759	D137400	original	DB00759D137400	train
DB00759	D600263	original	DB00759D600263	train
DB00759	D604416	original	DB00759D604416	test
DB00762	D114500	original	DB00762D114500	train
DB00762	D223350	original	DB00762D223350	train
DB00762	D246470	original	DB00762D246470	train
DB00762	D276300	original	DB00762D276300	train
DB00763	D275000	original	DB00763D275000	train
DB00764	D208550	original	DB00764D208550	train
DB00764	D233810	original	DB00764D233810	test
DB00764	D600807	original	DB00764D600807	train
DB00765	D171300	original	DB00765D171300	train
DB00767	D145590	original	DB00767D145590	train
DB00771	D191390	original	DB00771D191390	train
DB00771	D226150	original	DB00771D226150	train
DB00773	D182280	original	DB00773D182280	train
DB00773	D236000	original	DB00773D236000	valid
DB00773	D273300	original	DB00773D273300	train
DB00773	D276300	original	DB00773D276300	test
DB00775	D608320	original	DB00775D608320	train
DB00776	D208700	original	DB00776D208700	train
DB00776	D217200	original	DB00776D217200	test
DB00776	D267740	expanded	DB00776D267740	train
DB00776	D300491	original	DB00776D300491	train
DB00776	D600131	original	DB00776D600131	train
DB00776	D604827	original	DB00776D604827	train
DB00776	D607628	original	DB00776D607628	train
DB00776	D607631	original	DB00776D607631	train
DB00776	D607681	original	DB00776D607681	train
DB00776	D607682	original	DB00776D607682	train
DB00776	D608105	original	DB00776D608105	train
DB00783	D102500	original	DB00783D102500	train
DB00783	D114480	original	DB00783D114480	train
DB00783	D176807	original	DB00783D176807	train
DB00783	D215470	original	DB00783D215470	test
DB00783	D311360	original	DB00783D311360	train
DB00787	D268320	original	DB00787D268320	train
DB00788	D133600	original	DB00788D133600	train
DB00788	D133690	original	DB00788D133690	train
DB00788	D140600	original	DB00788D140600	valid
DB00788	D145590	original	DB00788D145590	train
DB00788	D147530	original	DB00788D147530	test
DB00788	D150600	original	DB00788D150600	valid
DB00788	D157300	original	DB00788D157300	train
DB00788	D165720	original	DB00788D165720	train
DB00788	D208230	original	DB00788D208230	train
DB00788	D252320	original	DB00788D252320	train
DB00788	D607459	original	DB00788D607459	test
DB00788	D607850	original	DB00788D607850	train
DB00790	D125310	original	DB00790D125310	train
DB00790	D146255	expanded	DB00790D146255	train
DB00790	D608320	original	DB00790D608320	train
DB00794	D121201	original	DB00794D121201	train
DB00794	D132090	original	DB00794D132090	train
DB00794	D132100	original	DB00794D132100	train
DB00794	D132300	original	DB00794D132300	train
DB00794	D190300	original	DB00794D190300	train
DB00794	D190310	original	DB00794D190310	valid
DB00794	D208700	original	DB00794D208700	test
DB00794	D217200	original	DB00794D217200	train
DB00794	D267740	original	DB00794D267740	test
DB00794	D300491	original	DB00794D300491	train
DB00794	D600131	original	DB00794D600131	test
DB00794	D604827	original	DB00794D604827	train
DB00794	D607628	original	DB00794D607628	valid
DB00794	D607631	original	DB00794D607631	train
DB00794	D607681	original	DB00794D607681	valid
DB00794	D607682	original	DB00794D607682	train
DB00794	D608105	original	DB00794D608105	train
DB00795	D104130	original	DB00795D104130	train
DB00795	D266600	original	DB00795D266600	test
DB00796	D161900	original	DB00796D161900	train
DB00796	D608622	original	DB00796D608622	train
DB00800	D161900	original	DB00800D161900	train
DB00800	D608622	original	DB00800D608622	valid
DB00804	D304790	original	DB00804D304790	train
DB00804	D600351	original	DB00804D600351	valid
DB00806	D125310	original	DB00806D125310	train
DB00806	D188050	original	DB00806D188050	train
DB00806	D540000	original	DB00806D540000	train
DB00806	D601367	original	DB00806D601367	train
DB00808	D161900	original	DB00808D161900	train
DB00808	D215140	original	DB00808D215140	train
DB00808	D256370	original	DB00808D256370	test
DB00808	D600351	original	DB00808D600351	train
DB00808	D608622	original	DB00808D608622	train
DB00810	D125320	original	DB00810D125320	train
DB00810	D168100	original	DB00810D168100	valid
DB00813	D147530	original	DB00813D147530	train
DB00814	D133690	original	DB00814D133690	train
DB00814	D140600	original	DB00814D140600	train
DB00814	D165720	original	DB00814D165720	train
DB00814	D208230	original	DB00814D208230	train
DB00814	D607459	original	DB00814D607459	train
DB00814	D607850	original	DB00814D607850	train
DB00816	D208550	original	DB00816D208550	train
DB00816	D210050	original	DB00816D210050	valid
DB00816	D600807	original	DB00816D600807	test
DB00819	D147480	original	DB00819D147480	train
DB00819	D215140	original	DB00819D215140	train
DB00819	D217200	original	DB00819D217200	train
DB00819	D239350	original	DB00819D239350	train
DB00819	D243200	original	DB00819D243200	train
DB00819	D600351	original	DB00819D600351	train
DB00820	D161900	original	DB00820D161900	train
DB00820	D178600	expanded	DB00820D178600	train
DB00822	D103780	original	DB00822D103780	train
DB00829	D156000	expanded	DB00829D156000	train
DB00829	D217200	original	DB00829D217200	train
DB00829	D601042	original	DB00829D601042	test
DB00831	D181500	original	DB00831D181500	train
DB00839	D125850	original	DB00839D125850	train
DB00839	D125851	original	DB00839D125851	train
DB00839	D125853	original	DB00839D125853	train
DB00839	D600496	original	DB00839D600496	test
DB00843	D104300	original	DB00843D104300	train
DB00843	D125320	original	DB00843D125320	train
DB00843	D605055	original	DB00843D605055	train
DB00844	D147530	original	DB00844D147530	train
DB00846	D233810	original	DB00846D233810	train
DB00848	D276300	original	DB00848D276300	train
DB00851	D155600	original	DB00851D155600	train
DB00851	D155601	original	DB00851D155601	valid
DB00851	D236000	original	DB00851D236000	train
DB00851	D256700	original	DB00851D256700	test
DB00851	D268220	original	DB00851D268220	valid
DB00851	D276300	original	DB00851D276300	train
DB00852	D145590	original	DB00852D145590	train
DB00852	D208550	original	DB00852D208550	train
DB00852	D600807	original	DB00852D600807	train
DB00852	D608088	original	DB00852D608088	train
DB00853	D155600	original	DB00853D155600	train
DB00853	D155601	original	DB00853D155601	train
DB00853	D276300	original	DB00853D276300	valid
DB00860	D126200	original	DB00860D126200	train
DB00860	D146850	original	DB00860D146850	train
DB00860	D147540	expanded	DB00860D147540	train
DB00860	D215140	original	DB00860D215140	train
DB00860	D276300	original	DB00860D276300	train
DB00860	D304790	original	DB00860D304790	train
DB00860	D600351	original	DB00860D600351	train
DB00861	D140600	original	DB00861D140600	train
DB00861	D147530	original	DB00861D147530	train
DB00861	D165720	original	DB00861D165720	train
DB00861	D208230	original	DB00861D208230	train
DB00861	D607459	original	DB00861D607459	valid
DB00861	D607850	original	DB00861D607850	train
DB00863	D109350	original	DB00863D109350	train
DB00863	D190310	original	DB00863D190310	train
DB00863	D304790	original	DB00863D304790	valid
DB00864	D603165	original	DB00864D603165	train
DB00865	D264120	original	DB00865D264120	train
DB00865	D303110	original	DB00865D303110	train
DB00865	D601665	original	DB00865D601665	train
DB00868	D608088	original	DB00868D608088	train
DB00869	D137750	original	DB00869D137750	train
DB00869	D137760	original	DB00869D137760	train
DB00869	D161900	original	DB00869D161900	train
DB00869	D601682	original	DB00869D601682	train
DB00871	D208550	original	DB00871D208550	train
DB00871	D210050	original	DB00871D210050	train
DB00871	D600807	original	DB00871D600807	train
DB00876	D161900	original	DB00876D161900	train
DB00876	D608622	original	DB00876D608622	train
DB00880	D161900	original	DB00880D161900	train
DB00880	D203700	original	DB00880D203700	train
DB00880	D210050	original	DB00880D210050	train
DB00880	D215140	original	DB00880D215140	train
DB00880	D256370	original	DB00880D256370	valid
DB00880	D600351	original	DB00880D600351	valid
DB00880	D608622	original	DB00880D608622	test
DB00881	D146255	original	DB00881D146255	train
DB00881	D161900	original	DB00881D161900	test
DB00881	D608622	original	DB00881D608622	valid
DB00882	D270960	original	DB00882D270960	train
DB00883	D109350	expanded	DB00883D109350	train
DB00883	D161900	original	DB00883D161900	train
DB00883	D178600	original	DB00883D178600	train
DB00883	D608320	original	DB00883D608320	train
DB00884	D102500	original	DB00884D102500	train
DB00884	D166710	original	DB00884D166710	train
DB00884	D167320	original	DB00884D167320	train
DB00884	D602080	original	DB00884D602080	train
DB00887	D146255	original	DB00887D146255	train
DB00887	D161900	original	DB00887D161900	train
DB00887	D166300	expanded	DB00887D166300	train
DB00887	D203700	original	DB00887D203700	train
DB00887	D208300	original	DB00887D208300	valid
DB00887	D210050	original	DB00887D210050	train
DB00887	D215140	original	DB00887D215140	train
DB00887	D256370	original	DB00887D256370	train
DB00887	D600351	original	DB00887D600351	valid
DB00887	D608622	original	DB00887D608622	valid
DB00889	D145590	original	DB00889D145590	train
DB00898	D147530	original	DB00898D147530	train
DB00899	D147530	original	DB00899D147530	train
DB00901	D208550	original	DB00901D208550	train
DB00901	D600807	original	DB00901D600807	train
DB00903	D161900	original	DB00903D161900	train
DB00903	D203700	original	DB00903D203700	test
DB00903	D208300	original	DB00903D208300	valid
DB00903	D210050	original	DB00903D210050	test
DB00903	D215140	original	DB00903D215140	train
DB00903	D256370	original	DB00903D256370	valid
DB00903	D600351	original	DB00903D600351	valid
DB00903	D608622	original	DB00903D608622	test
DB00904	D103780	expanded	DB00904D103780	train
DB00904	D145590	original	DB00904D145590	train
DB00904	D164230	expanded	DB00904D164230	train
DB00905	D137750	original	DB00905D137750	train
DB00905	D137760	original	DB00905D137760	valid
DB00905	D161900	original	DB00905D161900	test
DB00905	D601682	original	DB00905D601682	train
DB00906	D217200	original	DB00906D217200	train
DB00907	D147530	original	DB00907D147530	train
DB00907	D608088	original	DB00907D608088	train
DB00908	D115000	original	DB00908D115000	train
DB00908	D607554	original	DB00908D607554	test
DB00908	D608583	original	DB00908D608583	train
DB00909	D190300	original	DB00909D190300	train
DB00909	D208700	original	DB00909D208700	test
DB00909	D217200	original	DB00909D217200	valid
DB00909	D239350	original	DB00909D239350	train
DB00909	D267740	expanded	DB00909D267740	test
DB00909	D300491	original	DB00909D300491	train
DB00909	D600131	original	DB00909D600131	test
DB00909	D604827	original	DB00909D604827	valid
DB00909	D607628	original	DB00909D607628	train
DB00909	D607631	original	DB00909D607631	train
DB00909	D607681	original	DB00909D607681	train
DB00909	D607682	original	DB00909D607682	train
DB00909	D608105	original	DB00909D608105	test
DB00912	D125850	original	DB00912D125850	train
DB00912	D125851	original	DB00912D125851	train
DB00912	D125853	original	DB00912D125853	train
DB00912	D600496	original	DB00912D600496	valid
DB00915	D119500	expanded	DB00915D119500	train
DB00915	D126200	original	DB00915D126200	train
DB00915	D168100	original	DB00915D168100	train
DB00917	D231090	original	DB00917D231090	train
DB00918	D157300	original	DB00918D157300	train
DB00921	D147530	original	DB00921D147530	train
DB00924	D147530	original	DB00924D147530	train
DB00924	D157300	original	DB00924D157300	train
DB00924	D160750	original	DB00924D160750	train
